64,2510.84,6212.75,7121.42,10004.67,9999.91,11304.08,13356.19,15007.5
128,2773.46,4884.96,7303.9,8729.76,9943.8,11381.81,15792.65,14786.4
256,2305.18,5973.8,7040.38,8686.64,11575.05,12065.96,13029.43,14212.82
512,2728.67,4835.38,6381.27,7967.85,9727.71,12741.23,11988.7,14950.51
1024,2462.64,4699.76,6121.85,7209.59,7506.68,7888.72,8886.95,9252.82
2048,1937.38,4532.16,4636.13,4520.51,4799.8,4758.24,5029,5035.11
4096,1992.29,2559.54,2518.43,2540.49,2552.58,2565.05,2558.22,2557.41
8192,1204.86,1285.52,1286.57,1290.3,1288.19,1286.31,1285.8,1284.94
