SepHash,190.62,378.3,509.79,570.75,376.74,709.43,910.42,1085.89,683.7,1287.47,1666.12,1860.34,1301.87,2103.09,2608.34,3186.96,2495.48,4156.09,1344.99,4874.38,7349.89,10002.94,10150.48,13558.38,23776.63,29489.85,30508.55,24470.06,59096.76,39273.59,68007.14,60289.98
RACE,195.07,367.68,521.83,633.62,370.17,708.41,987.28,1189.73,725.22,1328.4,1824.97,2122.08,1330.25,2318.96,2999.53,3519.97,2200.56,3400.74,3525.54,3661.5,7458.46,12183.77,13730.97,13008.38,23679.8,38163.92,34976.92,35653.25,75788.45,50869.51,83460.82,57380.55
Plush,8.48,16.35,0,27.66,16.15,30.76,0,52.13,31.64,58.14,0,90.65,58.36,101.3,0,132.82,98.93,164.3,0,186.23,216.88,485.56,0,374.63,872.06,1599.04,0,1730.27,3465.57,4348.51,0,3957.48
Clevel,69.67,128.8,199.87,181.12,129.25,254.3,251.48,321.53,258.41,370.9,347.15,440.27,336.98,496.95,407.24,604.69,501.15,647,853.32,937.89,1224.26,1937.09,2104.68,2194.9,4031.78,5034.85,5664.97,3280.65,9543.89,8270.61,8643.39,8666.19
